tic,emp (000),ni M$,sale M$,mkvalt M$,gvkey,datadate,fyear
CCE,11.5,596,7011,11194.0246,12756,20151231,2015
CCG,,,,,184885,20051231,
CCG,,,,,184885,20061231,
CCG,,,,,184885,20071231,
CCG,,-25.227,34.116,,184885,20081231,2008
CCG,0.424,-6.737,106.625,,184885,20091231,2009
CCG,0.525,-14.764,87.066,430.1616,184885,20101231,2010
CCG,0.527,3.73,93.629,308.9426,184885,20111231,2011
CCG,0.65,10.752,137.74,472.7211,184885,20121231,2012
CCG,0.522,1.652,138.592,606.9638,184885,20131231,2013
CCG,0.632,-162.723,101.231,473.2713,184885,20141231,2014
CCI,0.785,-401.537,676.759,5763.826,113490,20051231,2005
CCI,1.16,-41.893,788.221,6874.6859,113490,20061231,2006
CCI,1.2,-222.813,1385.486,11861.3824,113490,20071231,2007
CCI,1.3,-48.858,1526.504,5333.0795,113490,20081231,2008
CCI,1.2,-114.332,1685.407,11553.5545,113490,20091231,2009
CCI,1.2,-310.94,1878.658,13139.3009,113490,20101231,2010
CCI,1.3,171.077,2032.729,13122.1972,113490,20111231,2011
CCI,1.6,188.584,2432.68,21154.7864,113490,20121231,2012
CCI,1.9,90.111,3022.384,24530.7601,113490,20131231,2013
CCI,2.4,390.513,3689.884,26274.5459,113490,20141231,2014
CCI,2.7,1520.992,3663.851,28854.5894,113490,20151231,2015
CCK,24.055,-362,6908,3255.8854,3619,20051231,2005
CCK,21.749,309,6982,3403.9141,3619,20061231,2006
CCK,21.819,528,7727,4098.3057,3619,20071231,2007
CCK,21.268,226,8305,3056.4672,3619,20081231,2008
CCK,20.51,334,7938,4130.7351,3619,20091231,2009
CCK,20.537,324,7941,5182.4787,3619,20101231,2010
CCK,20.655,282,8644,4984.9174,3619,20111231,2011
CCK,21.9,557,8470,5268.8362,3619,20121231,2012
CCK,21.3,324,8656,6159.9306,3619,20131231,2013
CCK,23,387,9097,7075.1,3619,20141231,2014
CCK,24,393,8762,7069.6587,3619,20151231,2015
CCL,71.2,2257,11087,44082.41,13498,20051130,2005
CCL,74.7,2279,11839,38898.06,13498,20061130,2006
CCL,81.2,2408,13033,35509.44,13498,20071130,2007
CCL,85.9,2330,14646,16485,13498,20081130,2008
CCL,84.8,1790,13157,25207.61,13498,20091130,2009
CCL,89.2,1978,14450,32634.9,13498,20101130,2010
CCL,91.3,1912,15793,25796.4,13498,20111130,2011
CCL,89.7,1298,15382,30000.16,13498,20121130,2012
CCL,92.7,1078,15456,28021.36,13498,20131130,2013
CCL,94.1,1236,15884,34312.32,13498,20141130,2014
CCL,94.6,1757,15714,39009.16,13498,20151130,2015
CCO,7.6,61.573,2666.078,7022.2519,164660,20051231,2005
CCO,7.7,153.072,2897.721,9895.9092,164660,20061231,2006
CCO,7.9,245.99,3281.836,9832.9364,164660,20071231,2007
CCO,7.4,-2851.083,3289.287,2187.4382,164660,20081231,2008
CCO,6.311,-868.189,2698.024,3696.7516,164660,20091231,2009
CCO,7.27,-87.523,2797.994,4995.4601,164660,20101231,2010
CCO,7.8,42.946,3003.874,4468.164,164660,20111231,2011
CCO,7.7,-183.112,2946.944,2507.881,164660,20121231,2012
CCO,7.6,-48.46,2946.19,3640.2803,164660,20131231,2013
CCO,6.4,-9.59,2961.259,3813.3637,164660,20141231,2014
CCO,6,-96.072,2806.204,2020.3769,164660,20151231,2015
CCU,4.223,93.656,956.539,,25753,20051231,2005
CCU,4.802,104.407,1020.641,,25753,20061231,2006
CCU,5.01,159.111,1262.223,,25753,20071231,2007
CCU,5.375,131.548,1244.611,,25753,20081231,2008
CCU,5.366,256.202,1558.591,,25753,20091231,2009
CCU,5.524,239.664,1820.094,,25753,20101231,2010
CCU,5.37,236.051,1879.874,,25753,20111231,2011
CCU,6.366,239.164,2259.864,,25753,20121231,2012
CCU,6.889,234.261,2290.008,,25753,20131231,2013
CCU,7.842,175.4,2153.809,,25753,20141231,2014
CCU,8.1,170.581,2124.988,,25753,20151231,2015
CDE,1.206,10.551,172.336,999.608,3153,20051231,2005
CDE,0.931,88.486,216.573,1376.0753,3153,20061231,2006
CDE,1.047,43.89,215.319,2719.2378,3153,20071231,2007
CDE,1.034,-0.008,189.465,498.7312,3153,20081231,2008
CDE,1.294,-31.907,300.618,1450.3986,3153,20091231,2009
CDE,1.471,-91.308,515.457,2440.1131,3153,20101231,2010
CDE,1.903,93.499,1021.2,2164.2717,3153,20111231,2011
CDE,1.898,48.677,895.492,2222.4132,3153,20121231,2012
CDE,1.967,-650.563,745.994,1115.8466,3153,20131231,2013
CDE,1.868,-1155.884,635.742,528.2922,3153,20141231,2014
CDE,2.005,-367.183,646.086,375.3207,3153,20151231,2015
CDI,18.8,13.805,1133.584,543.1502,2538,20051231,2005
CDI,17.7,23.263,1265.286,498.1992,2538,20061231,2006
CDI,12.4,34.202,1187.299,493.3028,2538,20071231,2007
CDI,10.4,19.415,1118.597,244.6307,2538,20081231,2008
CDI,8.8,-19.902,884.95,245.7004,2538,20091231,2009
CDI,10,-10.858,926.289,354.4927,2538,20101231,2010
CDI,10.4,14.833,1059.803,264.862,2538,20111231,2011
CDI,10.1,19.116,1104.958,331.6197,2538,20121231,2012
CDI,9.9,12.884,1087.859,361.2424,2538,20131231,2013
CDI,9.4,3.082,1122.972,347.4879,2538,20141231,2014
CDI,8.4,-37.003,985.494,133.172,2538,20151231,2015
CDR,0.077,13.213,79.032,,13189,20051231,2005
CDR,0.109,15.335,127.203,688.4416,13189,20061231,2006
CDR,0.091,21.969,154.344,,13189,20071231,2007
CDR,0.096,18.375,175.72,309.7854,13189,20081231,2008
CDR,0.102,-16.871,181.276,,13189,20091231,2009
CDR,0.109,-41.289,157.686,411.366,13189,20101231,2010
CDR,0.115,-103.561,137.433,287.1107,13189,20111231,2011
CDR,0.088,29.706,142.255,359.0136,13189,20121231,2012
CDR,0.071,14.448,138.828,429.9744,13189,20131231,2013
CDR,0.071,28.981,148.184,556.8785,13189,20141231,2014
CDR,0.067,22.146,149.207,,13189,20151231,2015
CE,9.3,277,6070,3031.7054,162254,20051231,2005
CE,8.9,406,6656,4106.3537,162254,20061231,2006
CE,8.4,426,6444,6436.999,162254,20071231,2007
CE,8.35,282,6823,1783.7672,162254,20081231,2008
CE,7.4,488,5082,4635.0474,162254,20091231,2009
CE,7.25,377,5918,6412.598,162254,20101231,2010
CE,7.6,607,6763,6926.6613,162254,20111231,2011
CE,7.55,605,6418,7108.8583,162254,20121231,2012
CE,7.43,1101,6510,8680.3514,162254,20131231,2013
CE,7.468,624,6802,9168.0639,162254,20141231,2014
CE,7.081,304,5674,9882.8321,162254,20151231,2015
CELP,0,,,,19184,20111231,2011
CELP,0,6.595,12.203,,19184,20121231,2012
CELP,0,10.742,22.392,,19184,20131231,2013
CELP,0,-20.152,404.418,169.1118,19184,20141231,2014
CELP,0,3.492,371.191,104.1304,19184,20151231,2015
CEQP,0,8.329,1050.136,669,162894,20050930,2005
CEQP,0,14.387,1387.561,688,162894,20060930,2006
CEQP,2.971,102.6,1483.1,954.4293,162894,20070930,2007
CEQP,3.104,35.5,1878.9,516.12,162894,20080930,2008
CEQP,2.91,57.1,1570.6,940.8528,162894,20090930,2009
CEQP,3.082,-23.8,1786,2349.061,162894,20100930,2010
CEQP,2.931,17.6,2153.8,2981.083,162894,20110930,2011
CEQP,0.793,554.9,2006.8,2393.8979,162894,20120930,2012
CEQP,1.259,6.7,1426.7,2562.3394,162894,20131231,2013
CEQP,1.504,56.4,3931.3,1509.8724,162894,20141231,2014
CEQP,1.426,-1666.9,2632.8,1424.5729,162894,20151231,2015
CF,1.5,-39,1908.4,839.177,163946,20051231,2005
CF,1.5,33.3,1949.5,1414.6101,163946,20061231,2006
CF,1.5,372.7,2756.7,6190.3247,163946,20071231,2007
CF,1.6,684.6,3921.1,2378.9507,163946,20081231,2008
CF,1.6,365.6,2608.4,4409.1846,163946,20091231,2009
CF,2.5,349.2,3965,9631.7351,163946,20101231,2010
CF,2.5,1539.2,6097.9,9484.7366,163946,20111231,2011
CF,2.6,1848.7,6104,12789.1252,163946,20121231,2012
CF,2.9,1464.6,5474.7,13014.8179,163946,20131231,2013
CF,2.3,1390.3,4743.2,13173.2209,163946,20141231,2014
CF,2.9,699.9,4308.3,9512.0764,163946,20151231,2015
CFI,1.9,-17.852,286.498,54.2897,3647,20050430,2004
CFI,1.283,-11.796,261.101,54.0792,3647,20060430,2005
CFI,1.14,-1.316,250.533,113.121,3647,20070430,2006
CFI,1.087,5.385,254.046,88.9154,3647,20080430,2007
CFI,1.047,-38.842,203.938,57.456,3647,20090430,2008
CFI,1.085,13.188,206.416,155.8409,3647,20100430,2009
CFI,1.143,16.164,216.806,133.7011,3647,20110430,2010
CFI,1.114,13.296,254.443,145.4494,3647,20120430,2011
CFI,1.205,18.317,268.814,198.534,3647,20130430,2012
CFI,1.167,17.447,287.162,221.1125,3647,20140430,2013
CFI,1.188,15.071,310.166,315.8612,3647,20150430,2014
CFI,1.217,16.935,312.86,321.8336,3647,20160430,2015
CFR,3.386,165.423,735.817,2924.6474,3643,20051231,2005
CFR,3.652,193.591,924.706,3340.213,3643,20061231,2006
CFR,3.781,212.071,1037.078,2971.8169,3643,20071231,2007
CFR,3.892,207.255,962.973,3011.2029,3643,20081231,2008
CFR,3.834,179.034,916.742,3001.9,3643,20091231,2009
CFR,3.777,208.764,899.372,3734.921,3643,20101231,2010
CFR,3.848,217.535,913.019,3241.4782,3643,20111231,2011
CFR,3.878,237.952,920.399,3336.4653,3643,20121231,2012
CFR,3.979,237.866,940.518,4507.9274,3643,20131231,2013
CFR,4.154,277.977,1021.615,4460.8454,3643,20141231,2014
CFR,4.211,279.328,1078.226,3718.92,3643,20151231,2015
CFX,1.798,0.094,393.604,,179577,20061231,2006
CFX,2.059,64.882,506.305,,179577,20071231,2007
CFX,2.2,-0.571,604.854,448.9623,179577,20081231,2008
CFX,2.041,23.797,525.024,520.4772,179577,20091231,2009
CFX,2.16,16.215,541.987,799.2517,179577,20101231,2010
CFX,2.211,4.555,693.392,1244.519,179577,20111231,2011
CFX,16.286,-64.402,3913.856,3795.6035,179577,20121231,2012
CFX,17.759,178.628,4207.209,6491.4122,179577,20131231,2013
CFX,18.351,392.098,4624.476,6380.8077,179577,20141231,2014
CFX,17.087,167.739,3967.053,2883.3981,179577,20151231,2015
CGI,3.21,12.58,436.763,169.845,29612,20050630,2005
CGI,3.353,20.548,480.194,509.3664,29612,20060630,2006
CGI,3.548,22.252,502.692,374.9379,29612,20070630,2007
CGI,3.874,6.536,565.895,218.5013,29612,20080630,2008
CGI,3.777,2.556,490.338,185.3938,29612,20090630,2009
CGI,3.802,4.68,523.492,314.8554,29612,20100630,2010
CGI,3.478,15.262,568.249,314.4071,29612,20110630,2011
CGI,3.59,25.536,598.952,373.939,29612,20120630,2012
CGI,3.682,27.264,613.648,423.2358,29612,20130630,2013
CGI,4.876,30.681,759.311,502.2992,29612,20140630,2014
CGI,6.415,37.217,900.756,575.7726,29612,20150630,2015
CGI,5.979,24.844,1065.356,230.5166,29612,20160630,2016
CHCT,,,,,23556,20141231,2014
CHCT,0.009,-1.456,8.667,140.0127,23556,20151231,2015
CHD,3.662,122.906,1736.506,2126.7687,3026,20051231,2005
CHD,3.655,138.927,1945.661,2787.6467,3026,20061231,2006
CHD,3.682,169.025,2220.94,3581.759,3026,20071231,2007
CHD,3.53,195.174,2422.398,3932.4968,3026,20081231,2008
CHD,3.664,243.533,2520.922,4264.7475,3026,20091231,2009
CHD,3.543,270.717,2589.22,4914.5691,3026,20101231,2010
CHD,3.457,309.6,2749.3,6511.0531,3026,20111231,2011
CHD,4.354,349.8,2921.9,7434.4982,3026,20121231,2012
CHD,4.177,394.4,3194.3,9210.6002,3026,20131231,2013
CHD,4.145,413.9,3297.6,10509.4711,3026,20141231,2014
CHD,4.4,410.4,3394.8,11030.4955,3026,20151231,2015
CHE,10.881,35.817,926.477,1290.6864,2960,20051231,2005
CHE,11.621,50.651,1018.587,955.0455,2960,20061231,2006
CHE,11.783,63.976,1100.058,1338.9966,2960,20071231,2007
CHE,11.884,71.017,1148.941,891.4446,2960,20081231,2008
CHE,12.308,73.784,1190.236,1084.8895,2960,20091231,2009
CHE,13.058,81.831,1280.545,1351.4293,2960,20101231,2010
CHE,13.733,85.979,1355.97,975.909,2960,20111231,2011
CHE,14.096,89.304,1430.043,1271.1099,2960,20121231,2012
CHE,13.952,77.227,1413.329,1347.3627,2960,20131231,2013
CHE,14.19,99.317,1456.282,1784.7663,2960,20141231,2014
CHE,14.406,110.274,1543.388,2516.1906,2960,20151231,2015
CHGG,,,,,18556,20081231,2008
CHGG,,,,,18556,20091231,2009
CHGG,,,,,18556,20101231,2010
CHGG,,-37.601,172.018,,18556,20111231,2011
CHGG,,-49.043,213.334,,18556,20121231,2012
CHGG,0.639,-55.85,255.575,695.3351,18556,20131231,2013
CHGG,0.709,-64.758,304.834,580.4953,18556,20141231,2014
CHGG,0.672,-59.21,301.373,592.913,18556,20151231,2015
CHH,1.728,87.565,477.399,2723.5872,65615,20051231,2005
CHH,1.86,112.787,544.662,2793.5876,65615,20061231,2006
CHH,1.816,111.301,615.494,2061.4544,65615,20071231,2007
CHH,1.789,100.211,641.68,1824.7923,65615,20081231,2008
CHH,1.56,98.25,564.178,1885.0681,65615,20091231,2009
CHH,1.524,107.441,596.076,2280.2797,65615,20101231,2010
CHH,1.431,110.396,638.793,2217.4779,65615,20111231,2011
CHH,1.095,120.687,691.509,1955.709,65615,20121231,2012
CHH,1.088,113.709,724.65,2879.7613,65615,20131231,2013
CHH,1.331,123.16,757.97,3212.0748,65615,20141231,2014
CHH,1.462,128.029,859.878,2839.9482,65615,20151231,2015
CHK,2.885,948.302,4665.29,11746.1287,27786,20051231,2005
CHK,4.9,2003.323,7325.595,13288.4577,27786,20061231,2006
CHK,6.2,1451,7800,20036.9624,27786,20071231,2007
CHK,7.6,723,11629,9819.9763,27786,20081231,2008
CHK,8.2,-5830,7702,16761.7514,27786,20091231,2009
CHK,10,1774,9366,16945.9173,27786,20101231,2010
CHK,12.6,1742,11635,14696.5994,27786,20111231,2011
CHK,12,-769,12316,11040.9984,27786,20121231,2012
CHK,10.8,724,17506,18026.1166,27786,20131231,2013
CHK,5.5,1917,20951,12981.3681,27786,20141231,2014
CHK,4.4,-14685,12764,2985.111,27786,20151231,2015
CHMI,,,,,18073,20121231,2012
CHMI,0,21.095,20.595,133.5,18073,20131231,2013
CHMI,0,2.353,21.337,138.8599,18073,20141231,2014
CHMI,0.003,13.214,28.382,97.747,18073,20151231,2015
CHMT,6.578,-186.64,2986.608,3047.873,3607,20051231,2005
CHMT,6.187,-205.517,3722.707,2318.8077,3607,20061231,2006
CHMT,5.144,-3,3747,1888.38,3607,20071231,2007
CHMT,4.7,-973,3546,339.64,3607,20081231,2008
CHMT,4,-293,2541,298.767,3607,20091231,2009
CHMT,4.2,-586,2760,1527.688,3607,20101231,2010
CHMT,4.5,119,3025,1092.042,3607,20111231,2011
CHMT,4.6,101,2629,2083.48,3607,20121231,2012
CHMT,3.3,-177,2231,2694.28,3607,20131231,2013
CHMT,2.7,763,2190,1773.141,3607,20141231,2014
CHMT,2.5,136,1745,1832.544,3607,20151231,2015
CHS,8.8,141.206,1066.882,4713.8591,27981,20050131,2004
CHS,11,193.981,1404.575,7915.9846,27981,20060131,2005
CHS,12.5,166.636,1646.482,3669.6391,27981,20070131,2006
CHS,14.3,88.875,1714.326,1901.6836,27981,20080131,2007
CHS,14.46,-19.137,1582.405,701.4348,27981,20090131,2008
CHS,16.2,69.646,1713.15,2274.669,27981,20100131,2009
CHS,18.9,115.394,1904.954,1942.6571,27981,20110131,2010
CHS,19.8,140.874,2196.36,1896.0198,27981,20120131,2011
CHS,22.1,180.219,2581.057,2918.5378,27981,20130131,2012
CHS,23.7,65.883,2586.037,2526.437,27981,20140131,2013
CHS,23.8,64.641,2675.211,2550.6389,27981,20150131,2014
CHS,22.7,1.946,2642.309,1408.1671,27981,20160131,2015
CHSP,0.007,-0.674,54.314,346.7812,183963,20101231,2010
CHSP,0.009,9.036,172.336,497.2245,183963,20111231,2011
CHSP,0.01,27.177,278.475,830.2723,183963,20121231,2012
CHSP,0.013,45.318,420.424,,183963,20131231,2013
CHSP,0.013,60.954,477.988,,183963,20141231,2014
CHSP,0.012,67.508,582.624,1501.0456,183963,20151231,2015
CI,28,1625,16362,13537.0347,2547,20051231,2005
CI,27.1,1155,16547,,2547,20061231,2006
CI,26.6,1115,17623,15022.2632,2547,20071231,2007
CI,30.3,292,19101,,2547,20081231,2008
CI,29.3,1302,18414,,2547,20091231,2009
CI,30.6,1345,21235,,2547,20101231,2010
CI,31.4,1327,21998,11992.386,2547,20111231,2011
CI,35.8,1623,29119,15280.4183,2547,20121231,2012
CI,36.5,1476,32380,,2547,20131231,2013
CI,37.2,2102,34914,,2547,20141231,2014
CI,39.3,2094,37876,37540.0835,2547,20151231,2015
CIA,0.55,7.302,144.315,,16775,20051231,2005
CIA,0.49,8.677,158.059,,16775,20061231,2006
CIA,0.455,16.557,173.794,,16775,20071231,2007
CIA,0.505,-15.707,146.673,,16775,20081231,2008
CIA,0.485,17.34,188.74,,16775,20091231,2009
CIA,0.501,15.511,191.181,,16775,20101231,2010
CIA,0.48,8.375,195.013,484.064,16775,20111231,2011
CIA,0.502,4.529,202.759,,16775,20121231,2012
CIA,0.485,4.793,213.636,438.2175,16775,20131231,2013
CIA,0.496,-6.505,230.225,,16775,20141231,2014
CIA,0.435,-3.579,236.268,372.1093,16775,20151231,2015
CIE,,,,,184040,20061231,2006
CIE,,-108.954,0,,184040,20071231,2007
CIE,,-71.596,0,,184040,20081231,2008
CIE,0.056,-81.257,0,4712.7691,184040,20091231,2009
CIE,0.061,-136.476,0,4282.4621,184040,20101231,2010
CIE,0.075,-133.637,0,6014.4966,184040,20111231,2011
CIE,0.126,-282.999,0,9986.0223,184040,20121231,2012
CIE,0.178,-589.024,0,6694.3275,184040,20131231,2013
CIE,0.205,-510.763,0,3631.6095,184040,20141231,2014
CIE,0.226,-694.426,0,2207.196,184040,20151231,2015
CIM,,,,,178862,20071231,2007
CIM,0,-119.809,105.259,,178862,20081231,2008
CIM,0,323.983,298.539,,178862,20091231,2009
CIM,0,532.851,755.438,4221.1097,178862,20101231,2010
CIM,0,137.329,705.024,2578.9422,178862,20111231,2011
CIM,0,327.767,675.439,2682.0282,178862,20121231,2012
CIM,0,362.686,517.297,3185.6406,178862,20131231,2013
CIM,0,589.205,973.038,3268.1846,178862,20141231,2014
CIM,0.032,250.349,791.378,2560.3917,178862,20151231,2015
CIR,2.3,20.383,450.531,406.0438,124775,20051231,2005
CIR,2.8,29.328,591.711,595.299,124775,20061231,2006
CIR,2.6,37.911,665.74,771.894,124775,20071231,2007
CIR,2.7,-59.015,793.816,464.695,124775,20081231,2008
CIR,2.5,5.87,642.622,427.8334,124775,20091231,2009
CIR,2.95,12.624,685.91,723.5376,124775,20101231,2010
CIR,3.39,36.634,822.349,609.7331,124775,20111231,2011
CIR,3,30.799,845.552,690.6871,124775,20121231,2012
CIR,2.8,47.121,857.808,1422.6166,124775,20131231,2013
CIR,2.8,50.386,841.446,1065.871,124775,20141231,2014
CIR,2.5,9.863,656.267,689.7426,124775,20151231,2015
CIT,6.34,949.1,5471.3,10309.9158,149738,20051231,2005
CIT,7.345,1046,6927.7,11058.9122,149738,20061231,2006
CIT,6.7,-81,8096.9,,149738,20071231,2007
CIT,4.995,-2799.5,6336.2,,149738,20081231,2008
CIT,4.293,184.3,4064.6,,149738,20091231,2009
CIT,3.778,516.8,6270.2,,149738,20101231,2010
CIT,3.526,26.7,4968.7,,149738,20111231,2011
CIT,3.56,-592.3,4128.1,,149738,20121231,2012
CIT,3.24,675.7,3658.2,,149738,20131231,2013
CIT,3.36,1130,3763.4,,149738,20141231,2014
CIT,4.9,1056.6,3992.4,7980.5734,149738,20151231,2015
CJES,,,,,186336,20061231,2006
CJES,,,,,186336,20071231,2007
CJES,,,,,186336,20081231,2008
CJES,,-2.43,67.03,,186336,20091231,2009
CJES,0.58,32.272,244.157,,186336,20101231,2010
CJES,1.127,161.979,758.454,1085.9949,186336,20111231,2011
CJES,1.989,182.35,1111.501,1139.1501,186336,20121231,2012
CJES,2.609,66.405,1070.322,1261.3524,186336,20131231,2013
CJES,3.49,68.823,1607.944,730.9489,186336,20141231,2014
CJES,6.151,-872.542,1748.889,573.1992,186336,20151231,2015
CKH,5.734,170.709,972.004,1690.1739,26021,20051231,2005
CKH,5.758,234.394,1323.445,2430.8137,26021,20061231,2006
CKH,6.08,241.648,1359.23,2093.6055,26021,20071231,2007
CKH,5.316,223.688,1655.956,1334.1997,26021,20081231,2008
CKH,4.956,143.81,1711.338,1724.2413,26021,20091231,2009
CKH,5.311,244.724,2649.368,2163.326,26021,20101231,2010
CKH,6.043,41.056,2141.942,1862.1997,26021,20111231,2011
CKH,5.316,61.215,1581.2,1666.6144,26021,20121231,2012
CKH,4.653,36.97,1247.272,1858.8384,26021,20131231,2013
CKH,4.901,100.132,1319.394,1338.9134,26021,20141231,2014
CKH,4.849,-68.782,1054.736,901.6668,26021,20151231,2015
CL,35.8,1351.4,11396.9,28311.9794,3170,20051231,2005
CL,34.7,1353.4,12237.7,33445.8732,3170,20061231,2006
CL,36,1737.4,13791.8,39684.3686,3170,20071231,2007
CL,36.6,1957.2,15329.9,34366.847,3170,20081231,2008
CL,38.1,2291,15327,40595.6548,3170,20091231,2009
CL,39.2,2203,15564,39771.0945,3170,20101231,2010
CL,38.6,2431,16734,44348.863,3170,20111231,2011
CL,37.7,2472,17085,48910.5026,3170,20121231,2012
CL,37.4,2241,17420,59989.7439,3170,20131231,2013
CL,37.7,2180,17277,62735.4033,3170,20141231,2014
CL,37.9,1384,16034,59474.2056,3170,20151231,2015
CLB,4.5,31.211,483.467,962.9166,61759,20051231,2005
CLB,4.6,82.662,575.689,1881.225,61759,20061231,2006
CLB,4.9,121.105,670.54,2876.7915,61759,20071231,2007
CLB,5,143.603,780.836,1377.9772,61759,20081231,2008
CLB,4.9,113.604,695.539,2715.2244,61759,20091231,2009
CLB,5,144.917,794.653,4053.6451,61759,20101231,2010
CLB,5,184.684,907.648,5427.3246,61759,20111231,2011
CLB,5,216.071,981.08,5066.4092,61759,20121231,2012
CLB,5,242.811,1073.508,8612.036,61759,20131231,2013
CLB,5,257.485,1085.222,5251.2766,61759,20141231,2014
CLB,4.4,114.847,797.52,4607.9662,61759,20151231,2015
CLC,5.034,76.393,873.974,1530.8237,3093,20051130,2005
CLC,5.048,82.71,907.047,1686.2168,3093,20061130,2006
CLC,5.5,90.659,921.191,1752.6886,3093,20071130,2007
CLC,5.5,95.654,1059.601,1630.9953,3093,20081130,2008
CLC,4.958,71.543,907.748,1606.0249,3093,20091130,2009
CLC,5.136,96.081,1011.429,2049.1379,3093,20101130,2010
CLC,5.447,124.003,1126.101,2428.0209,3093,20111130,2011
CLC,5.417,122.986,1121.765,2302.9061,3093,20121130,2012
CLC,5.267,118.076,1130.77,3048.9566,3093,20131130,2013
CLC,6.015,144.084,1512.854,3307.9416,3093,20141130,2014
CLC,6.093,134.704,1481.026,2594.5341,3093,20151130,2015
CLD,,,,,180635,20061231,2006
CLD,,,,,180635,20071231,2007
CLD,,63.125,1239.711,,180635,20081231,2008
CLD,1.529,381.701,1398.2,457.8974,180635,20091231,2009
CLD,1.524,33.737,1370.761,1414.1959,180635,20101231,2010
CLD,1.6,189.797,1553.661,1177.0324,180635,20111231,2011
CLD,1.7,173.72,1516.772,1176.0179,180635,20121231,2012
CLD,1.7,51.971,1396.097,1096.128,180635,20131231,2013
CLD,1.6,78.96,1324.044,560.182,180635,20141231,2014
CLD,1.5,-204.9,1124.111,127.2336,180635,20151231,2015
CLDT,,2.069,24.964,,184688,20081231,2008
CLDT,,0.457,21.738,,184688,20091231,2009
CLDT,0.005,-1.217,25.663,,184688,20101231,2010
CLDT,0.006,-9.105,72.121,,184688,20111231,2011
CLDT,0.025,-1.45,99.08,,184688,20121231,2012
CLDT,0.027,2.982,124.486,,184688,20131231,2013
CLDT,0.045,66.873,193.494,,184688,20141231,2014
CLDT,0.047,32.966,279.625,784.5683,184688,20151231,2015
CLF,4.085,277.6,1752.6,1941.1001,3107,20051231,2005
CLF,4.189,280.1,1933.4,1981.4382,3107,20061231,2006
CLF,5.298,270,2289.7,4393.2672,3107,20071231,2007
CLF,5.711,515.8,3630.8,2906.9655,3107,20081231,2008
CLF,5.404,205.1,2346.8,6036.4534,3107,20091231,2009
CLF,6.567,1019.9,4694.3,10567.0006,3107,20101231,2010
CLF,7.404,1619.1,6794.3,8855.0717,3107,20111231,2011
CLF,7.589,-899.4,5872.7,5496.0707,3107,20121231,2012
CLF,7.138,413.5,5691.4,4013.4325,3107,20131231,2013
CLF,5.386,-7224.2,4623.7,1094.1836,3107,20141231,2014
CLF,2.638,-749.3,2019.7,242.6754,3107,20151231,2015
CLGX,35.444,485.266,7999.398,,12796,20051231,2005
CLGX,39.67,287.676,8459.723,,12796,20061231,2006
CLGX,37.354,-3.119,8147.897,,12796,20071231,2007
CLGX,31.411,-26.32,6168.996,,12796,20081231,2008
CLGX,30.922,199.651,5881.388,,12796,20091231,2009
CLGX,10.084,-67.33,1623.272,,12796,20101231,2010
CLGX,5.511,-74.609,1338.547,,12796,20111231,2011
CLGX,4.8,112.293,1567.633,,12796,20121231,2012
CLGX,5.242,107.728,1330.63,,12796,20131231,2013
CLGX,4.82,73.2,1405.04,,12796,20141231,2014
CLGX,6.5,127.844,1528.11,2987.4001,12796,20151231,2015
CLH,3.9,25.621,711.17,557.5599,14027,20051231,2005
CLH,4.574,46.675,829.809,952.9509,14027,20061231,2006
CLH,4.769,44.198,946.917,1050.9576,14027,20071231,2007
CLH,4.804,57.486,1030.713,1505.6215,14027,20081231,2008
CLH,6.399,36.686,1074.22,1563.6299,14027,20091231,2009
CLH,6.84,130.515,1731.244,2218.5349,14027,20101231,2010
CLH,8.32,127.252,1984.136,3389.3526,14027,20111231,2011
CLH,13.18,129.674,2187.908,3321.7789,14027,20121231,2012
CLH,13,95.566,3519.815,3637.8931,14027,20131231,2013
CLH,13,-28.328,3401.636,2830.2892,14027,20141231,2014
CLH,12.9,44.102,3275.137,2398.7485,14027,20151231,2015
CLI,0.35,95.488,644.44,,30637,20051231,2005
CLI,0.54,144.666,737.807,,30637,20061231,2006
CLI,0.485,110.466,807.102,,30637,20071231,2007
CLI,0.444,53.726,739.602,,30637,20081231,2008
CLI,0.422,54.568,759.536,,30637,20091231,2009
CLI,0.39,54.9,789.842,2631.7413,30637,20101231,2010
CLI,0.379,71.42,726.34,2343.3553,30637,20111231,2011
CLI,0.594,40.922,708.867,,30637,20121231,2012
CLI,0.635,-14.909,665.307,1895.567,30637,20131231,2013
CLI,0.6,28.567,636.491,,30637,20141231,2014
CLI,0.53,-125.752,592.505,2091.7864,30637,20151231,2015
CLNY,0,,,,183603,20091231,2009
CLNY,0,17.731,28.028,348.0277,183603,20101231,2010
CLNY,0,42.26,65.469,,183603,20111231,2011
CLNY,0,62.011,107.155,,183603,20121231,2012
CLNY,0,101.765,184.817,,183603,20131231,2013
CLNY,0,123.149,300.649,,183603,20141231,2014
CLNY,0.347,149.98,841.976,2186.4352,183603,20151231,2015
CLR,,194.307,375.764,,3469,20051231,2005
CLR,0.299,253.088,483.652,,3469,20061231,2006
CLR,0.332,28.58,582.215,4412.4163,3469,20071231,2007
CLR,0.394,320.95,960.49,3511.5462,3469,20081231,2008
CLR,0.408,71.338,626.211,7289.9275,3469,20091231,2009
CLR,0.493,168.255,839.065,10028.5697,3469,20101231,2010
CLR,0.609,429.072,1649.789,12065.9711,3469,20111231,2011
