tic,emp (000),ni M$,sale M$,mkvalt M$,gvkey,datadate,fyear
CLR,0.753,739.385,2572.52,13640.1115,3469,20121231,2012
CLR,0.929,764.219,3455.15,20890.3507,3469,20131231,2013
CLR,1.188,977.341,4801.618,14270.1502,3469,20141231,2014
CLR,1.143,-353.668,2680.167,8570.5978,3469,20151231,2015
CLW,,21.125,1106.681,,181931,20061231,2006
CLW,2.5,25.566,1173.326,,181931,20071231,2007
CLW,2.46,9.743,1255.309,95.2685,181931,20081231,2008
CLW,2.5,182.464,1250.069,624.789,181931,20091231,2009
CLW,3.83,73.8,1372.965,898.8057,181931,20101231,2010
CLW,3.71,39.674,1927.973,810.7685,181931,20111231,2011
CLW,3.86,64.131,1874.304,900.2101,181931,20121231,2012
CLW,3.86,106.955,1889.83,1106.91,181931,20131231,2013
CLW,3.29,-2.315,1967.139,1340.7009,181931,20141231,2014
CLW,3.3,55.983,1752.401,811.0259,181931,20151231,2015
CLX,7.6,1096,4388,8451.7768,3121,20050630,2005
CLX,7.6,444,4644,9224.6391,3121,20060630,2006
CLX,7.8,501,4847,9392.9976,3121,20070630,2007
CLX,8.3,461,5273,7205.5836,3121,20080630,2008
CLX,8.3,537,5450,7769.1911,3121,20090630,2009
CLX,8.3,603,5534,8625.6324,3121,20100630,2010
CLX,8.1,557,5231,8839.1585,3121,20110630,2011
CLX,8.4,541,5468,9388.0625,3121,20120630,2012
CLX,8.4,572,5623,10838.7124,3121,20130630,2013
CLX,8.2,558,5591,11771.9544,3121,20140630,2014
CLX,7.7,580,5655,13378.4283,3121,20150630,2015
CLX,8,648,5761,17901.4385,3121,20160630,2016
CMA,11.343,861,3612,9246.204,3231,20051231,2005
CMA,11.27,893,4242,9246.4423,3231,20061231,2006
CMA,10.782,686,4615,6528.9776,3231,20071231,2007
CMA,10.186,213,3944,2987.2265,3231,20081231,2008
CMA,9.33,17,3127,4470.363,3231,20091231,2009
CMA,9.001,277,2642,7456.8384,3231,20101231,2010
CMA,9.397,393,2601,5091.2172,3231,20111231,2011
CMA,8.967,521,2681,5712.2635,3231,20121231,2012
CMA,8.948,541,2610,8666.7322,3231,20131231,2013
CMA,9.115,593,2618,8385.25,3231,20141231,2014
CMA,9.103,521,2834,7349.8656,3231,20151231,2015
CMC,11.027,285.781,6572.597,1739.8608,3246,20050831,2005
CMC,11.734,356.347,7555.924,2545.0508,3246,20060831,2006
CMC,12.73,355.431,8329.016,3425.3717,3246,20070831,2007
CMC,15.276,231.966,10427.378,2961.6153,3246,20080831,2008
CMC,13.586,20.802,6793.396,1905.8778,3246,20090831,2009
CMC,11.558,-205.344,6306.102,1488.5115,3246,20100831,2010
CMC,11.422,-129.617,7918.43,1357.5245,3246,20110831,2011
CMC,9.86,207.484,7828.44,1482.3117,3246,20120831,2012
CMC,9.411,77.315,6889.575,1741.1237,3246,20130831,2013
CMC,9.293,115.551,7039.959,2036.0851,3246,20140831,2014
CMC,9.126,141.634,5943.105,1815.4695,3246,20150831,2015
CMC,8.388,54.762,4610.526,1779.1507,3246,20160831,2016
CMCM,0.692,1.58,46.215,,20128,20121231,2012
CMCM,1.178,10.245,123.876,,20128,20131231,2013
CMCM,1.809,10.95,284.237,,20128,20141231,2014
CMCM,2.151,27.261,568.778,,20128,20151231,2015
CMG,13,37.696,627.695,,165914,20051231,2005
CMG,15,41.423,822.93,1763.398,165914,20061231,2006
CMG,18.8,70.563,1085.782,4383.2879,165914,20071231,2007
CMG,20.4,78.202,1329.705,1911.7205,165914,20081231,2008
CMG,22.25,126.845,1518.417,2775.5413,165914,20091231,2009
CMG,26.5,178.981,1835.922,6608.1968,165914,20101231,2010
CMG,30.94,214.945,2269.548,10555.0505,165914,20111231,2011
CMG,37.31,278,2731.224,9248.9238,165914,20121231,2012
CMG,45.34,327.438,3214.591,16533.7617,165914,20131231,2013
CMG,53.09,445.374,4108.269,21238.2918,165914,20141231,2014
CMG,59.33,475.602,4501.223,14675.7324,165914,20151231,2015
CMI,33.5,550,9918,3992.985,3650,20051231,2005
CMI,34.6,715,11362,5932.636,3650,20061231,2006
CMI,37.8,739,13048,12463.1545,3650,20071231,2007
CMI,39.8,755,14354,5244.426,3650,20081231,2008
CMI,34.9,428,10808,9094.038,3650,20091231,2009
CMI,39.2,1040,13236,21528.957,3650,20101231,2010
CMI,43.9,1848,18060,16741.404,3650,20111231,2011
CMI,46,1645,17352,20402.305,3650,20121231,2012
CMI,47.9,1483,17321,26135.838,3650,20131231,2013
CMI,54.6,1651,19255,26109.187,3650,20141231,2014
CMI,55.2,1399,19130,15340.143,3650,20151231,2015
CMN,0.828,15.505,197.402,262.7376,2942,20050731,2005
CMN,0.794,23.697,192.179,221.4376,2942,20060731,2006
CMN,0.843,8.446,219.044,233.3597,2942,20070731,2007
CMN,0.838,8.693,249.374,152.7414,2942,20080731,2008
CMN,0.874,15.569,260.05,257.6491,2942,20090731,2009
CMN,0.883,19.941,273.952,267.8321,2942,20100731,2010
CMN,1.177,20.425,321.651,430.6159,2942,20110731,2011
CMN,1.198,31.337,386.49,707.8781,2942,20120731,2012
CMN,1.292,39.239,425.026,1091.8025,2942,20130731,2013
CMN,1.534,43.265,488.749,1389.5503,2942,20140731,2014
CMN,1.68,47.953,565.004,2283.2275,2942,20150731,2015
CMN,2,59.953,664.755,2792.3506,2942,20160731,2016
CMO,0.016,57.192,131.405,,13142,20051231,2005
CMO,0.015,3.843,245.818,,13142,20061231,2006
CMO,0.012,24.713,314.715,,13142,20071231,2007
CMO,0.017,125.923,400.639,679.964,13142,20081231,2008
CMO,0.016,129.263,314.636,,13142,20091231,2009
CMO,0.016,126.896,199.133,,13142,20101231,2010
CMO,0.015,160.204,242.614,1098.2903,13142,20111231,2011
CMO,0.015,163.626,256.717,1103.7466,13142,20121231,2012
CMO,0.014,126.487,215.408,1157.3486,13142,20131231,2013
CMO,0.014,140.82,226.922,1177.0134,13142,20141231,2014
CMO,0.014,108.325,217.298,837.5105,13142,20151231,2015
CMP,1.506,30.9,742.3,781.2064,157153,20051231,2005
CMP,1.557,55,660.7,1012.9813,157153,20061231,2006
CMP,1.588,80,857.3,1326.022,157153,20071231,2007
CMP,1.743,159.5,1167.7,1902.7544,157153,20081231,2008
CMP,1.792,163.9,963.1,2193.2832,157153,20091231,2009
CMP,1.776,150.6,1068.9,2928.8594,157153,20101231,2010
CMP,1.761,149,1105.7,2273.6336,157153,20111231,2011
CMP,1.778,88.9,941.9,2485.7511,157153,20121231,2012
CMP,1.855,130.8,1129.6,2679.8339,157153,20131231,2013
CMP,1.963,217.9,1282.5,2918.2695,157153,20141231,2014
CMP,1.984,159.2,1098.7,2536.7495,157153,20151231,2015
CMRE,,,,,185770,20061231,2006
CMRE,,,,,185770,20071231,2007
CMRE,,99.779,426.348,,185770,20081231,2008
CMRE,,116.929,399.939,,185770,20091231,2009
CMRE,0.003,81.224,353.151,871.938,185770,20101231,2010
CMRE,0.003,87.592,382.155,853.848,185770,20111231,2011
CMRE,0.004,81.129,386.155,1041.216,185770,20121231,2012
CMRE,0.004,103.087,414.249,1366.596,185770,20131231,2013
CMRE,0.004,115.087,483.995,1317.228,185770,20141231,2014
CMRE,0.004,143.764,490.378,785.6472,185770,20151231,2015
CMS,8.713,-79,6288,3199.455,3439,20051231,2005
CMS,8.64,-74,6810,3720.76,3439,20061231,2006
CMS,7.898,-213,6464,3912.238,3439,20071231,2007
CMS,7.97,300,6821,2288.904,3439,20081231,2008
CMS,8.039,229,6205,3568.914,3439,20091231,2009
CMS,7.822,340,6432,4643.0808,3439,20101231,2010
CMS,7.727,415,6503,5610.528,3439,20111231,2011
CMS,7.514,382,6312,6438.0754,3439,20121231,2012
CMS,7.781,452,6566,7124.4875,3439,20131231,2013
CMS,7.747,477,7179,9562.644,3439,20141231,2014
CMS,7.804,523,6456,10000.041,3439,20151231,2015
CNA,10.1,264,9862,,2558,20051231,2005
CNA,9.8,1108,10376,,2558,20061231,2006
CNA,9.4,851,9702,,2558,20071231,2007
CNA,9,-299,8178,,2558,20081231,2008
CNA,8.9,419,8157,,2558,20091231,2009
CNA,8,690,8960,,2558,20101231,2010
CNA,7.6,614,8908,7203.1063,2558,20111231,2011
CNA,7.5,628,9296,7545.866,2558,20121231,2012
CNA,7.035,937,9662,11568.205,2558,20131231,2013
CNA,6.9,691,9429,,2558,20141231,2014
CNA,6.9,479,9009,9500.1311,2558,20151231,2015
CNC,1.8,55.632,1505.864,1130.1545,145552,20051231,2005
CNC,2.6,-43.629,2279.02,,145552,20061231,2006
CNC,3.1,73.402,2919.292,1198.2499,145552,20071231,2007
CNC,3.6,83.497,3364.515,,145552,20081231,2008
CNC,3.9,83.671,4102.864,,145552,20091231,2009
CNC,4.2,94.836,4448.323,1257.2948,145552,20101231,2010
CNC,5.3,111.218,5340.582,,145552,20111231,2011
CNC,6.8,1.859,8667.612,2145.489,145552,20121231,2012
CNC,8.8,165.099,10863.329,3261.0551,145552,20131231,2013
CNC,13.4,271,16560,,145552,20141231,2014
CNC,18.2,355,22760,7919.7728,145552,20151231,2015
CNHI,,,,,295786,20111231,2011
CNHI,68.257,756,31529,,295786,20121231,2012
CNHI,71.192,677,32632,15323.3399,295786,20131231,2013
CNHI,69.207,710,31196,10923.8792,295786,20141231,2014
CNHI,64.391,253,24677,9316.4152,295786,20151231,2015
CNK,,-25.408,1020.597,,177108,20051231,2005
CNK,,0.841,1220.594,,177108,20061231,2006
CNK,16.7,88.92,1682.841,1818.728,177108,20071231,2007
CNK,18.3,-48.325,1742.287,808.6441,177108,20081231,2008
CNK,20.7,97.108,1976.5,1593.8773,177108,20091231,2009
CNK,22,146.12,2141.144,1961.0672,177108,20101231,2010
CNK,22,130.557,2279.613,2111.595,177108,20111231,2011
CNK,22.5,168.949,2473.531,2986.401,177108,20121231,2012
CNK,17.2,148.47,2682.894,3845.7154,177108,20131231,2013
CNK,24.5,192.61,2626.99,4116.606,177108,20141231,2014
CNK,28.3,216.869,2852.609,3875.3393,177108,20151231,2015
CNL,1.158,182.644,920.154,1042.3541,2859,20051231,2005
CNL,1.167,74.591,1000.675,1452.592,2859,20061231,2006
CNL,1.216,151.789,1030.616,1666.4432,2859,20071231,2007
CNL,1.32,102.141,1080.198,1370.7589,2859,20081231,2008
CNL,1.305,106.307,853.758,1646.8785,2859,20091231,2009
CNL,1.277,255.391,1148.666,1861.7798,2859,20101231,2010
CNL,1.234,195.848,1117.313,2297.1252,2859,20111231,2011
CNL,1.259,163.648,993.697,2414.8436,2859,20121231,2012
CNL,1.205,160.685,1096.714,2818.4121,2859,20131231,2013
CNL,1.206,154.739,1269.485,3295.3613,2859,20141231,2014
CNL,1.207,133.669,1209.402,3157.7652,2859,20151231,2015
CNNX,,19.944,42.597,,21652,20121231,2012
CNNX,,28.124,65.626,,21652,20131231,2013
CNNX,0.09,56.969,130.172,1406.8231,21652,20141231,2014
CNNX,0.095,71.247,203.423,574.5111,21652,20151231,2015
CNO,4,324.9,4326.5,3510.5562,12603,20051231,2005
CNO,4,96.5,4467.4,3040.2567,12603,20061231,2006
CNO,3.95,-179.9,4572.3,,12603,20071231,2007
CNO,3.7,-1126.7,4189.7,,12603,20081231,2008
CNO,3.5,85.7,4341.4,,12603,20091231,2009
CNO,3.68,284.6,4083.9,1702.3495,12603,20101231,2010
CNO,3.8,382.5,4124.6,1522.6346,12603,20111231,2011
CNO,4.2,221,4342.7,2066.6137,12603,20121231,2012
CNO,4.25,478,4476.1,3897.5316,12603,20131231,2013
CNO,4.2,51.4,4144.7,3501.2393,12603,20141231,2014
CNO,3.5,270.7,3800.6,3513.1136,12603,20151231,2015
CNP,9.001,252,9722,3983.5,5742,20051231,2005
CNP,8.623,432,9319,5206.12,5742,20061231,2006
CNP,8.568,399,9623,5532.99,5742,20071231,2007
CNP,8.801,447,11322,4366.52,5742,20081231,2008
CNP,8.81,372,8281,5673.41,5742,20091231,2009
CNP,8.843,442,8785,6681,5742,20101231,2010
CNP,8.827,1357,8450,8558.34,5742,20111231,2011
CNP,8.72,417,7452,8239,5742,20121231,2012
CNP,8.591,311,8106,9944.22,5742,20131231,2013
CNP,8.54,611,9226,10074.9,5742,20141231,2014
CNP,7.505,-692,7386,7894.8,5742,20151231,2015
CNS,0.117,31.921,146.218,659.9678,266214,20051231,2005
CNS,0.178,3.204,191.472,,266214,20061231,2006
CNS,0.22,75.496,282.392,,266214,20071231,2007
CNS,0.202,18.061,185.83,458.9314,266214,20081231,2008
CNS,0.202,-1.71,123.553,,266214,20091231,2009
CNS,0.22,46.397,183.738,1112.904,266214,20101231,2010
CNS,0.239,54.307,237.246,,266214,20111231,2011
CNS,0.24,66.117,273.553,,266214,20121231,2012
CNS,0.247,68.119,297.713,1772.8152,266214,20131231,2013
CNS,0.263,75.51,313.934,,266214,20141231,2014
CNS,0.275,64.551,328.655,1385.0112,266214,20151231,2015
CNX,7.257,580.861,3414.897,6030.7795,120093,20051231,2005
CNX,7.253,408.882,3585.57,5868.7052,120093,20061231,2006
CNX,7.728,267.782,3587.297,13037.5238,120093,20071231,2007
CNX,8.176,442.47,4521.274,5160.119,120093,20081231,2008
CNX,8.012,539.717,4537.734,9018.0828,120093,20091231,2009
CNX,8.63,346.781,5162.998,11023.1359,120093,20101231,2010
CNX,9.157,632.497,5991.172,8332.9552,120093,20111231,2011
CNX,8.896,388.47,5046.497,7321.8495,120093,20121231,2012
CNX,4.633,660.442,3137.628,8716.7138,120093,20131231,2013
CNX,3.834,163.09,3526.499,7785.2597,120093,20141231,2014
CNX,3.114,-374.885,2922.037,1809.5266,120093,20151231,2015
CNXC,,64.292,275.023,,23537,20131231,2013
CNXC,,83.899,326.751,,23537,20141231,2014
CNXC,0,50.663,260.856,215.2679,23537,20151231,2015
CO,0.313,16.687,13.772,,183337,20080331,2007
CO,0.419,3.03,28.482,,183337,20090331,2008
CO,0.541,7.205,38.316,400.464,183337,20100331,2009
CO,0.61,14.004,51.85,245.8268,183337,20110331,2010
CO,0.795,20.958,60.419,207.7176,183337,20120331,2011
CO,0.89,18.105,84.711,213.8988,183337,20130331,2012
CO,0.944,21.219,92.153,292.012,183337,20140331,2013
CO,1.039,17.308,102.456,373.0453,183337,20150331,2014
CO,0.923,14.108,102.822,443.1282,183337,20160331,2015
CODI,0.821,8.988,543.012,,166368,20051231,2005
CODI,1.256,-19.249,410.873,350.7175,166368,20061231,2006
CODI,2.878,40.368,917.903,469.7225,166368,20071231,2007
CODI,2.413,78.294,1538.473,,166368,20081231,2008
CODI,3.149,-26.27,1248.74,,166368,20091231,2009
CODI,3.526,-48.757,1657.609,,166368,20101231,2010
CODI,2.31,64.959,777.538,598.437,166368,20111231,2011
CODI,3.294,-3.942,884.721,,166368,20121231,2012
CODI,3.731,68.064,985.539,948.129,166368,20131231,2013
CODI,3.701,278.835,982.3,,166368,20141231,2014
CODI,2.964,161.838,805.384,862.827,166368,20151231,2015
COF,21,1809.147,12063.386,25985.7504,30990,20051231,2005
COF,31.8,2414.493,15182.861,31490.4385,30990,20061231,2006
COF,27,1570.332,19001.179,17621.08,30990,20071231,2007
COF,25.8,-45.998,17650.07,12494.4063,30990,20081231,2008
COF,30.9,883.781,15885.237,17451.2178,30990,20091231,2009
COF,27.826,2743,18939,19450.4733,30990,20101231,2010
COF,31.542,3147,18525,,30990,20111231,2011
COF,39.593,3517,23177,,30990,20121231,2012
COF,41.951,4159,24176,,30990,20131231,2013
COF,46,4428,23869,,30990,20141231,2014
COF,45.4,4050,25038,38057.6268,30990,20151231,2015
COG,0.354,148.445,682.797,2190.4168,20548,20051231,2005
COG,0.374,321.175,761.988,2917.6896,20548,20061231,2006
COG,0.404,167.423,732.17,3935.1061,20548,20071231,2007
COG,0.56,211.29,945.791,2687.334,20548,20081231,2008
COG,0.567,148.343,879.276,4518.2779,20548,20091231,2009
COG,0.409,103.386,844.035,3936.7028,20548,20101231,2010
COG,0.529,122.408,979.864,7916.9772,20548,20111231,2011
COG,0.589,131.73,1204.546,10446.6435,20548,20121231,2012
COG,0.684,279.773,1746.278,16139.5477,20548,20131231,2013
COG,0.691,104.468,2173.011,12229.611,20548,20141231,2014
COG,0.624,-113.891,1357.15,7321.4664,20548,20151231,2015
COH,5.7,388.652,1710.423,12703.8951,140541,20050630,2005
COH,7.5,494.277,2111.501,11057.9469,140541,20060630,2006
COH,10.1,663.665,2612.456,17653.7702,140541,20070630,2007
COH,12,783.055,3180.757,9724.7335,140541,20080630,2008
COH,12,623.369,3230.468,8548.0013,140541,20090630,2009
COH,13,734.94,3607.636,10850.4889,140541,20100630,2010
COH,15,880.8,4158.507,18444.764,140541,20110630,2011
COH,18,1038.91,4763.18,16673.7006,140541,20120630,2012
COH,17.2,1034.42,5075.39,16093.7852,140541,20130630,2013
COH,17.3,781.336,4806.226,9380.4026,140541,20140630,2014
COH,15.8,402.4,4191.6,9573.126,140541,20150630,2015
COH,15.8,460.5,4491.8,11346.09,140541,20160630,2016
COL,17.1,396,3448,8335.2,144066,20050930,2005
COL,18.6,477,3868,9163.764,144066,20060930,2006
COL,19.5,585,4421,12110.032,144066,20070930,2007
COL,20.3,678,4780,7627.074,144066,20080930,2008
COL,19.3,594,4477,7980.68,144066,20090930,2009
COL,20,561,4673,9133.6,144066,20100930,2010
COL,20.5,634,4808,8088.108,144066,20110930,2011
COL,19,609,4730,7627.608,144066,20120930,2012
COL,18.3,632,4613,9167.886,144066,20130930,2013
COL,20,604,4979,10519,144066,20140930,2014
COL,19.5,686,5244,10794.696,144066,20150930,2015
COL,19,728,5259,10981.068,144066,20160930,2016
COO,7.034,91.722,806.617,3058.63,3504,20051031,2005
COO,7.5,66.234,858.96,2567.3012,3504,20061031,2006
COO,7.6,-11.192,950.641,1884.498,3504,20071031,2007
COO,7.4,65.476,1063.176,743.7259,3504,20081031,2008
COO,6.6,100.548,1080.421,1267.2844,3504,20091031,2009
COO,6.8,112.803,1158.517,2261.1042,3504,20101031,2010
COO,7.4,175.43,1330.835,3315.7278,3504,20111031,2011
COO,7.8,248.339,1445.136,4649.2712,3504,20121031,2012
COO,8,296.151,1587.725,6201.434,3504,20131031,2013
COO,9.46,269.856,1717.776,7890.6377,3504,20141031,2014
COO,10.2,203.523,1797.06,7354.1125,3504,20151031,2015
COP,35.6,13529,162405,80163.2548,8549,20051231,2005
COP,38.4,15550,167578,118435.5999,8549,20061231,2006
COP,32.6,11891,171500,138757.269,8549,20071231,2007
COP,33.8,-16998,225424,76673.2722,8549,20081231,2008
COP,30,4858,136016,75903.0939,8549,20091231,2009
COP,29.7,11358,175752,97435.0965,8549,20101231,2010
COP,29.8,12436,230859,93686.7729,8549,20111231,2011
COP,16.9,8428,57967,70748.7858,8549,20121231,2012
COP,18.4,9156,54413,86612.5904,8549,20131231,2013
COP,19.1,6869,52524,85037.2382,8549,20141231,2014
COP,15.9,-4428,29564,57708.6532,8549,20151231,2015
COR,,,,,185177,20071231,2007
COR,,-13.888,15.581,,185177,20081231,2008
COR,0.155,-7.039,28.831,,185177,20091231,2009
COR,0.179,-4.906,73.988,267.9442,185177,20101231,2010
COR,0.224,-4.611,172.963,369.7294,185177,20111231,2011
COR,0.316,5.048,206.947,586.475,185177,20121231,2012
COR,0.363,18.841,234.865,688.4475,185177,20131231,2013
COR,0.354,22.765,272.426,,185177,20141231,2014
COR,0.391,34.706,333.298,1738.5247,185177,20151231,2015
COT,3.484,24.6,1755.3,1054.1664,20338,20051231,2005
COT,3.163,-17.5,1771.8,1026.7425,20338,20061231,2006
COT,2.996,-71.4,1776.4,478.6609,20338,20071231,2007
COT,2.803,-122.8,1648.1,89.0419,20338,20081231,2008
COT,2.808,81.5,1596.7,654.5814,20338,20091231,2009
COT,3.957,54.7,1803.3,844.8317,20338,20101231,2010
COT,3.945,37.6,2334.6,591.113,20338,20111231,2011
COT,3.96,47.8,2250.6,765.8291,20338,20121231,2012
COT,3.966,17,2094,759.5583,20338,20131231,2013
COT,9.193,10.8,2102.8,640.3422,20338,20141231,2014
COT,9.57,14.5,2944,1205.5481,20338,20151231,2015
COTY,,,,,12151,20080630,2008
COTY,,,,,12151,20090630,2009
COTY,,,,,12151,20100630,2010
COTY,,61.7,4086.1,,12151,20110630,2011
COTY,,-324.4,4611.3,,12151,20120630,2012
COTY,10,168,4649.1,6593.684,12151,20130630,2013
COTY,9,-97.4,4567,6062.307,12151,20140630,2014
COTY,8.1,232.5,4390.4,11534.776,12151,20150630,2015
COTY,10.06,156.9,4349.1,8761.229,12151,20160630,2016
CPB,24,707,7548,12586.8,2663,20050731,2005
CPB,24,766,7343,14745.36,2663,20060731,2006
CPB,22.5,854,7867,13958.57,2663,20070731,2007
CPB,19.4,1165,7998,12951.28,2663,20080731,2008
CPB,18.7,736,7586,10643.29,2663,20090731,2009
CPB,18.4,844,7676,12062.4,2663,20100731,2010
CPB,17.5,805,7719,10576,2663,20110731,2011
CPB,17.7,774,7707,10330.32,2663,20120731,2012
CPB,20,458,8052,14601.6,2663,20130731,2013
CPB,19.4,818,8268,13017.67,2663,20140731,2014
CPB,18.6,691,8082,15286.1,2663,20150731,2015
CPB,16.5,563,7961,19179.16,2663,20160731,2016
CPE,0.087,26.776,141.29,341.6511,15060,20051231,2005
CPE,0.086,40.56,182.268,311.8424,15060,20061231,2006
CPE,0.085,15.194,170.768,343.657,15060,20071231,2007
CPE,0.087,-438.893,141.312,56.2146,15060,20081231,2008
CPE,0.072,54.419,142.145,43.1145,15060,20091231,2009
CPE,0.079,8.386,89.882,171.5853,15060,20101231,2010
CPE,0.088,104.149,127.644,195.8081,15060,20111231,2011
CPE,0.087,2.747,110.733,187.0647,15060,20121231,2012
CPE,0.094,4.304,102.569,263.4529,15060,20131231,2013
CPE,0.109,37.766,151.862,300.9763,15060,20141231,2014
CPE,0.093,-240.139,137.512,667.9256,15060,20151231,2015
CPF,0.972,72.459,304.252,1093.297,16705,20051231,2005
CPF,1.008,79.18,363.537,1190.2808,16705,20061231,2006
CPF,1.085,5.806,395.681,530.8542,16705,20071231,2007
CPF,1.065,-138.414,356.886,288.4693,16705,20081231,2008
CPF,1.03,-313.747,296.05,39.731,16705,20091231,2009
CPF,0.921,-250.953,217.79,46.7262,16705,20101231,2010
CPF,0.935,36.571,186.631,539.3971,16705,20111231,2011
CPF,0.948,47.421,184.189,652.7065,16705,20121231,2012
CPF,0.903,172.075,194.223,845.5286,16705,20131231,2013
CPF,0.841,40.453,193.632,757.531,16705,20141231,2014
CPF,0.876,45.868,195.019,690.5692,16705,20151231,2015
CPG,0.053,38.509,139.383,863.3073,145812,20051231,2005
CPG,0.113,68.947,321.014,1223.7632,145812,20061231,2006
CPG,0.179,-32.167,417.935,2822.4104,145812,20071231,2007
CPG,0.162,464.102,1133.225,3027.6071,145812,20081231,2008
CPG,0.358,-31.075,706.142,8268.8111,145812,20091231,2009
CPG,0.463,20.021,1189.853,11794.7971,145812,20101231,2010
CPG,0.602,201.134,1729.161,12973.9448,145812,20111231,2011
CPG,0.603,190.653,2394.888,14157.9484,145812,20121231,2012
CPG,0.781,144.876,2679.461,16293.5025,145812,20131231,2013
CPG,0.95,508.894,4235.954,12015.5841,145812,20141231,2014
CPG,1.072,-870.2,3235,8139.5683,145812,20151231,2015
CPK,0.423,10.468,229.63,181.1964,2986,20051231,2005
CPK,0.437,10.507,231.201,204.9872,2986,20061231,2006
CPK,0.445,13.198,258.286,215.8475,2986,20071231,2007
CPK,0.448,13.607,291.443,214.914,2986,20081231,2008
CPK,0.757,15.897,268.785,301.0777,2986,20091231,2009
CPK,0.734,26.056,427.546,395.4365,2986,20101231,2010
CPK,0.711,27.622,418.027,414.7295,2986,20111231,2011
CPK,0.738,28.863,392.502,435.7038,2986,20121231,2012
CPK,0.842,32.787,444.306,578.4728,2986,20131231,2013
CPK,0.753,36.092,498.834,724.4401,2986,20141231,2014
CPK,0.832,41.14,459.244,866.6293,2986,20151231,2015
CPN,3.265,-9939.208,10112.658,118.3691,63605,20051231,2005
CPN,2.306,-1764.907,6705.76,582.7415,63605,20061231,2006
CPN,2.08,2693,7970,124.6219,63605,20071231,2007
CPN,2.049,10,9937,3122.8288,63605,20081231,2008
CPN,2.046,149,6564,4872.978,63605,20091231,2009
CPN,2.142,31,6545,5928.7629,63605,20101231,2010
CPN,2.101,-190,6800,7866.8795,63605,20111231,2011
CPN,2.151,199,5478,8286.2984,63605,20121231,2012
CPN,2.157,14,6301,8370.5509,63605,20131231,2013
CPN,2.052,946,8030,8451.9117,63605,20141231,2014
CPN,2.209,235,6472,5160.8991,63605,20151231,2015
CPPL,,,,,21895,20101231,2010
CPPL,,,,,21895,20111231,2011
CPPL,,,,,21895,20121231,2012
CPPL,0,266.9,1179.4,,21895,20131231,2013
CPPL,0,269.1,1346.9,,21895,20141231,2014
CPPL,0,116.7,1331.8,1759.2921,21895,20151231,2015
CPS,,,,,163765,20061231,2006
CPS,,,,,163765,20071231,2007
CPS,18.046,-121.451,2594.577,,163765,20081231,2008
CPS,17.8,-356.062,1945.259,,163765,20091231,2009
CPS,19,320.268,2414.147,826.92,163765,20101231,2010
CPS,21.5,102.844,2853.509,632.1435,163765,20111231,2011
CPS,22.4,102.804,2880.902,656.488,163765,20121231,2012
CPS,25.3,47.941,3090.542,819.0075,163765,20131231,2013
CPS,27,42.779,3243.987,986.2173,163765,20141231,2014
CPS,29,111.88,3342.804,1354.6438,163765,20151231,2015
